employee_id,experience_group,years_of_experience,role,ats_format_score,ats_content_score,ats_keyword_score,ats_overall_score,current_salary,market_rate,location,company_size,technology_stack_count,performance_rating,project_success_rate,skill_proficiency_avg,certification_count,education_level,institution_ranking,domain_experience,leadership_score,communication_score,project_complexity_avg,learning_velocity,cultural_fit_score,retention_risk_score,negotiation_history_avg,is_internal_referral,time_to_promotion,training_hours_completed,mentorship_participation,cross_functional_experience,required_hike_percentage,timestamp
EMP_0882,mid_level,3,QA Engineer,71.5,85.2,73.4,76.7,17.3,21.7,Delhi,Mid-size,6,3.5,77.3,7.2,6,PhD,82,IoT,9.5,7.6,8.2,9.2,6.8,1.5,18.4,True,15,363,True,3,25.0,2025-01-25T14:58:35.801055Z
EMP_0456,junior,1,Frontend Developer,77.4,81.8,79.8,79.7,11.1,13.4,Gurgaon,Mid-size,4,4.1,85.8,6.1,3,Master,60,Enterprise Software,7.7,8.5,6.1,7.3,7.0,1.2,18.6,False,18,218,False,1,20.0,2025-02-25T14:58:35.794043Z
EMP_0674,mid_level,2,Tech Lead,84.6,93.1,85.5,87.8,19.0,23.7,Delhi,Startup,4,4.7,95.6,5.6,6,Master,65,HealthTech,8.8,9.0,6.7,7.2,9.0,1.0,17.2,False,19,297,True,2,25.0,2024-11-01T14:58:35.797780Z
EMP_0755,mid_level,4,Backend Developer,79.8,73.6,83.6,79.0,13.7,17.2,Mumbai,Startup,5,3.4,76.7,5.7,8,Master,91,Enterprise Software,10.0,6.3,8.0,9.2,9.0,1.3,18.9,True,10,428,False,1,25.0,2025-06-07T14:58:35.798784Z
EMP_0589,mid_level,2,Full-stack Developer,100,84.2,94.6,92.9,13.0,16.2,Hyderabad,Enterprise,4,4.5,91.8,8.1,2,Master,71,IoT,9.7,9.1,6.6,6.3,8.2,1.0,27.4,False,16,259,True,2,25.0,2025-07-27T14:58:35.796442Z
EMP_0562,mid_level,2,Tech Lead,89.6,85.2,84.6,86.4,19.8,24.8,Delhi,Enterprise,4,4.5,92.6,5.7,2,Bachelor,92,IoT,9.3,6.0,7.3,7.4,6.6,1.0,10.6,False,16,212,True,2,25.0,2025-05-06T14:58:35.795933Z
EMP_0374,junior,1,Data Scientist,85.2,92.8,71.1,83.0,9.3,11.1,Noida,Startup,4,4.7,95.1,6.2,0,Master,81,Enterprise Software,5.2,6.2,5.6,7.4,6.5,1.0,16.7,False,21,211,True,1,20.0,2025-08-25T14:58:35.793540Z
EMP_0111,freshers,0,Data Scientist,70.3,71.1,64.4,68.6,6.9,7.9,Hyderabad,Enterprise,2,3.3,75.2,6.2,3,Bachelor,76,Social Media,5.7,8.4,5.3,6.1,6.8,1.8,0,True,23,124,False,0,15.0,2024-12-05T14:58:35.790040Z
EMP_0828,mid_level,3,DevOps Engineer,95.0,92.9,100,96.0,16.9,21.1,Chennai,Startup,5,4.8,97.6,8.5,7,Master,63,E-commerce,8.3,9.6,7.1,6.8,8.0,1.0,15.5,True,12,296,True,3,25.0,2024-10-18T14:58:35.799786Z
EMP_0107,freshers,0,Data Scientist,94.2,82.1,89.1,88.5,8.8,10.1,Bangalore,Enterprise,2,4.6,93.8,9.3,5,Bachelor,61,Social Media,5.9,7.4,5.6,6.9,8.1,1.0,0,True,25,62,False,0,15.0,2024-10-17T14:58:35.789540Z
EMP_0387,junior,1,DevOps Engineer,70.8,77.1,63.2,70.4,8.3,9.9,Hyderabad,Mid-size,3,3.2,72.7,7.9,6,Master,73,EdTech,6.6,8.7,6.0,6.3,9.8,1.4,21.4,True,19,184,True,0,20.0,2024-11-01T14:58:35.793540Z
EMP_0039,freshers,0,Frontend Developer,90.2,79.3,93.2,87.6,8.1,9.4,Gurgaon,Enterprise,2,4.5,92.8,5.5,6,PhD,94,E-commerce,9.8,8.5,5.0,7.9,7.1,1.0,0,True,27,109,False,0,15.0,2025-07-21T14:58:35.788540Z
EMP_0950,senior,9,UI/UX Designer,75.4,79.6,79.6,78.2,25.2,32.7,Bangalore,Mid-size,8,3.6,79.4,7.7,0,PhD,64,AI/ML,5.6,7.6,10.0,6.4,7.7,1.8,18.2,True,6,836,False,0,30.0,2025-02-20T14:58:35.802064Z
EMP_0795,mid_level,2,Product Manager,81.0,80.1,82.0,81.0,18.2,22.7,Bangalore,Startup,5,4.2,88.4,9.9,6,Master,90,FinTech,9.4,9.9,7.4,8.1,10.0,1.1,10.2,True,21,217,True,2,25.0,2025-06-16T14:58:35.799786Z
EMP_0137,freshers,0,Backend Developer,72.2,77.6,73.8,74.5,6.8,7.8,Bangalore,Enterprise,3,3.5,78.2,6.6,5,Master,61,Social Media,7.1,8.2,5.0,9.2,9.6,1.9,0,False,21,146,False,0,15.0,2025-06-14T14:58:35.790040Z
EMP_0133,freshers,0,UI/UX Designer,74.1,93.7,88.7,85.5,6.3,7.3,Noida,Startup,3,4.2,88.7,8.8,2,Master,85,Social Media,5.0,8.2,5.0,6.5,9.3,1.0,0,True,26,112,True,0,15.0,2025-02-27T14:58:35.790040Z
EMP_0728,mid_level,2,Tech Lead,87.3,83.3,96.2,88.9,12.2,15.2,Noida,Startup,3,4.5,93.0,8.5,7,Bachelor,61,Gaming,8.1,6.2,6.4,7.3,7.3,1.0,29.1,True,16,251,True,2,25.0,2025-05-31T14:58:35.798784Z
EMP_0185,freshers,0,Tech Lead,68.1,86.2,70.2,74.8,7.8,8.9,Delhi,Startup,2,3.8,82.4,5.1,4,Bachelor,68,Enterprise Software,7.4,6.9,5.0,8.2,8.6,1.0,0,False,22,67,False,0,15.0,2025-02-18T14:58:35.791040Z
EMP_0070,freshers,0,UI/UX Designer,87.5,83.5,87.5,86.2,6.9,8.0,Bangalore,Mid-size,2,4.3,89.0,5.7,1,Bachelor,78,Social Media,5.8,8.4,5.7,9.7,9.6,1.1,0,True,26,51,False,0,15.0,2025-04-27T14:58:35.789540Z
EMP_0573,mid_level,3,Backend Developer,77.4,74.1,74.2,75.2,16.8,21.0,Gurgaon,Enterprise,4,3.7,81.2,7.2,4,PhD,71,Social Media,9.4,6.9,7.0,7.1,8.1,1.4,9.6,True,18,333,False,3,25.0,2024-10-05T14:58:35.796442Z
EMP_0612,mid_level,3,Tech Lead,89.1,79.5,76.5,81.7,12.0,15.1,Hyderabad,Mid-size,6,3.9,83.7,6.7,4,PhD,73,Gaming,8.2,8.7,6.5,8.5,8.5,1.3,20.0,True,18,377,True,2,25.0,2025-05-07T14:58:35.796442Z
EMP_0915,senior,9,Tech Lead,88.4,86.7,88.9,88.0,21.1,27.4,Hyderabad,Startup,8,4.4,91.5,9.9,1,Master,82,Enterprise Software,7.4,8.0,10.0,6.9,8.7,1.0,13.2,True,6,853,False,5,30.0,2025-08-19T14:58:35.801560Z
EMP_0526,junior,1,DevOps Engineer,87.4,68.0,79.3,78.3,8.5,10.2,Gurgaon,Mid-size,3,3.6,78.6,9.2,8,PhD,69,IoT,6.8,7.1,6.5,7.0,9.9,1.4,17.3,False,23,214,True,0,20.0,2025-08-17T14:58:35.794965Z
EMP_0484,junior,1,QA Engineer,85.7,79.7,81.9,82.4,11.3,13.5,Delhi,Startup,4,4.1,87.1,5.5,0,PhD,95,Gaming,7.8,6.5,5.2,7.1,9.9,1.0,17.8,False,18,135,False,1,20.0,2024-10-16T14:58:35.794965Z
EMP_0618,mid_level,4,Frontend Developer,71.2,86.4,86.6,81.4,20.2,25.3,Mumbai,Mid-size,7,4.4,91.7,6.6,8,Bachelor,86,Gaming,5.8,7.6,7.3,9.6,9.9,1.0,7.9,True,14,454,False,1,25.0,2025-02-17T14:58:35.797215Z
EMP_0418,junior,1,DevOps Engineer,87.4,95.5,92.0,91.6,10.0,12.0,Delhi,Startup,4,4.8,96.6,5.2,3,PhD,81,EdTech,5.3,8.6,6.5,9.8,7.9,1.0,25.0,True,20,142,True,1,20.0,2025-03-24T14:58:35.794043Z
EMP_0297,junior,1,QA Engineer,70.7,76.0,69.1,72.0,10.1,12.1,Hyderabad,Startup,4,3.4,75.3,9.8,1,PhD,63,Social Media,7.5,9.3,5.0,9.3,7.9,1.7,17.4,True,24,151,True,0,20.0,2024-12-15T14:58:35.792540Z
EMP_0771,mid_level,4,Mobile Developer,80.1,89.0,94.3,87.8,20.4,25.5,Noida,Mid-size,6,4.4,91.4,6.3,2,Master,84,E-commerce,9.9,6.9,7.9,9.7,9.9,1.0,8.1,True,10,450,True,4,25.0,2025-01-02T14:58:35.799289Z
EMP_0286,junior,1,UI/UX Designer,97.1,95.7,87.7,93.5,12.0,14.4,Delhi,Startup,2,5.0,99.5,6.0,6,Bachelor,60,Social Media,8.7,6.6,6.0,6.6,9.9,1.0,18.6,True,18,181,True,1,20.0,2024-12-04T14:58:35.792040Z
EMP_0957,senior,5,DevOps Engineer,80.9,79.1,81.2,80.4,21.3,27.7,Bangalore,Startup,8,3.6,79.2,6.8,1,PhD,67,FinTech,6.9,9.9,8.3,6.5,7.8,1.8,26.7,False,7,511,False,2,30.0,2024-12-20T14:58:35.802064Z
EMP_0819,mid_level,2,Mobile Developer,71.1,71.5,60,67.5,14.4,18.0,Delhi,Startup,5,3.2,72.8,5.7,3,PhD,73,E-commerce,6.3,7.3,5.6,6.1,9.2,1.5,10.9,True,17,250,False,2,25.0,2025-06-05T14:58:35.799786Z
EMP_0490,junior,1,DevOps Engineer,81.2,84.7,83.8,83.2,10.6,12.7,Bangalore,Startup,2,3.7,81.2,5.7,8,Bachelor,72,Gaming,5.5,7.6,5.1,7.4,9.4,1.0,21.1,False,19,219,True,1,20.0,2024-10-02T14:58:35.794965Z
EMP_0646,mid_level,2,Data Scientist,93.4,97.1,92.1,94.2,14.2,17.8,Mumbai,Mid-size,3,4.8,96.4,6.9,0,PhD,93,EdTech,8.0,7.4,6.4,8.9,6.8,1.0,7.2,True,19,289,True,2,25.0,2025-04-30T14:58:35.797215Z
EMP_0818,mid_level,4,Frontend Developer,90.5,95.4,84.4,90.1,14.5,18.1,Delhi,Mid-size,5,4.9,98.6,8.8,4,Master,76,EdTech,7.7,9.9,8.8,8.7,9.0,1.0,29.6,False,13,426,True,4,25.0,2025-01-24T14:58:35.799786Z
EMP_0370,junior,1,Product Manager,71.1,72.8,60,68.0,10.5,12.6,Gurgaon,Enterprise,3,3.0,70.7,7.5,5,Bachelor,73,EdTech,9.6,7.1,5.9,7.7,7.1,1.6,5.7,True,22,137,True,0,20.0,2025-03-29T14:58:35.793540Z
EMP_0549,junior,1,Mobile Developer,68.6,68.5,80.9,72.7,8.9,10.6,Gurgaon,Enterprise,2,3.3,74.3,7.1,3,PhD,87,Cloud Infrastructure,6.1,8.8,6.1,6.4,6.9,1.2,7.4,False,24,160,False,1,20.0,2025-04-13T14:58:35.795933Z
EMP_0114,freshers,0,Tech Lead,70.8,65.3,67.5,67.9,5.9,6.7,Noida,Mid-size,2,3.2,73.3,6.8,1,PhD,82,E-commerce,6.2,9.0,5.4,9.6,9.0,1.7,0,True,24,69,True,0,15.0,2025-08-28T14:58:35.790040Z
EMP_0237,freshers,0,Product Manager,77.8,78.4,67.4,74.5,6.5,7.5,Bangalore,Enterprise,2,3.8,82.0,6.2,0,Bachelor,85,FinTech,9.4,10.0,5.0,6.7,7.1,1.5,0,False,24,131,True,0,15.0,2024-09-06T14:58:35.791540Z
EMP_0714,mid_level,2,Product Manager,72.8,74.6,81.2,76.2,17.7,22.1,Chennai,Startup,3,3.8,82.6,5.4,1,Bachelor,89,FinTech,7.2,7.5,7.5,9.6,6.8,1.0,13.4,True,15,247,True,2,25.0,2025-07-28T14:58:35.798286Z
EMP_0190,freshers,0,Backend Developer,79.8,91.2,80.0,83.7,7.2,8.3,Hyderabad,Enterprise,3,4.0,84.6,5.3,5,Bachelor,70,AI/ML,5.4,8.8,5.0,6.4,9.5,1.4,0,False,23,107,False,0,15.0,2025-04-24T14:58:35.791040Z
EMP_0263,junior,1,QA Engineer,87.0,94.5,99.0,93.5,11.3,13.6,Mumbai,Mid-size,2,5.0,99.7,8.4,0,PhD,94,Enterprise Software,7.4,9.0,5.2,9.2,7.1,1.0,13.9,False,24,151,True,1,20.0,2025-09-02T14:58:35.792040Z
EMP_0971,senior,5,Data Scientist,82.2,76.0,86.1,81.4,17.7,23.0,Hyderabad,Enterprise,8,3.8,82.1,7.4,2,Bachelor,94,EdTech,7.7,7.3,8.9,6.9,9.4,1.1,15.2,False,6,476,True,4,30.0,2025-04-21T14:58:35.802064Z
EMP_0777,mid_level,4,UI/UX Designer,99.9,94.4,86.2,93.5,18.4,23.0,Bangalore,Mid-size,6,4.8,97.0,6.9,2,Bachelor,74,HealthTech,5.9,6.4,8.4,7.4,8.2,1.0,13.0,False,15,459,False,4,25.0,2024-12-24T14:58:35.799289Z
EMP_0366,junior,1,Product Manager,74.0,71.4,70.4,71.9,9.2,11.0,Mumbai,Startup,2,3.1,71.7,8.1,2,PhD,76,EdTech,6.2,6.2,6.2,7.0,8.4,1.7,5.4,True,18,135,False,1,20.0,2025-08-28T14:58:35.793540Z
EMP_0135,freshers,0,UI/UX Designer,83.7,83.9,100,89.2,7.8,8.9,Chennai,Enterprise,2,4.3,88.8,8.5,0,Bachelor,94,IoT,9.6,7.1,5.0,7.6,6.8,1.0,0,False,26,74,False,0,15.0,2025-02-14T14:58:35.790040Z
EMP_0200,freshers,0,Backend Developer,83.3,73.5,83.1,79.9,8.8,10.2,Delhi,Mid-size,3,3.9,84.2,8.8,2,Master,77,Cloud Infrastructure,7.4,8.1,5.0,7.1,8.7,1.0,0,False,25,140,False,0,15.0,2025-07-09T14:58:35.791040Z
EMP_0501,junior,1,Data Scientist,73.9,81.8,74.7,76.8,8.4,10.0,Pune,Mid-size,2,3.4,75.9,5.4,7,PhD,66,HealthTech,5.6,6.5,5.0,8.6,9.7,1.4,20.9,True,18,145,True,1,20.0,2024-09-14T14:58:35.794965Z
EMP_0258,junior,1,Product Manager,74.0,76.0,73.8,74.6,9.6,11.5,Chennai,Startup,3,3.4,75.5,7.3,6,Bachelor,69,Gaming,7.7,8.4,5.2,6.3,6.8,1.3,5.5,True,23,187,True,1,20.0,2025-05-10T14:58:35.792040Z
EMP_0311,junior,1,Mobile Developer,79.9,71.0,74.7,75.2,8.1,9.8,Noida,Enterprise,3,3.5,77.8,8.8,7,Master,71,Enterprise Software,6.6,9.8,5.1,9.7,8.6,1.9,25.9,True,18,173,False,1,20.0,2025-06-12T14:58:35.792540Z
EMP_0607,mid_level,2,Data Scientist,93.2,87.8,83.0,88.0,18.3,22.8,Pune,Startup,5,4.3,89.5,9.0,3,Bachelor,64,HealthTech,5.9,6.5,6.8,8.0,8.0,1.2,27.7,False,18,233,False,0,25.0,2025-07-14T14:58:35.796442Z
EMP_0043,freshers,0,QA Engineer,85.9,88.4,80.1,84.8,7.9,9.1,Hyderabad,Startup,2,4.1,85.9,9.0,3,PhD,84,AI/ML,6.1,7.1,5.0,9.9,7.9,1.0,0,False,27,115,True,0,15.0,2025-07-28T14:58:35.789041Z
EMP_0012,freshers,0,Backend Developer,81.9,82.2,77.1,80.4,7.5,8.6,Hyderabad,Enterprise,2,3.8,82.4,7.8,5,Master,84,EdTech,5.3,7.6,5.0,6.9,9.3,1.3,0,True,27,118,False,0,15.0,2025-03-19T14:58:35.788042Z
EMP_0594,mid_level,4,Tech Lead,92.1,91.9,88.2,90.8,16.4,20.4,Hyderabad,Mid-size,5,4.5,91.8,9.9,6,Master,60,IoT,6.8,7.4,8.3,8.5,9.2,1.0,17.8,False,12,416,False,4,25.0,2025-04-19T14:58:35.796442Z
EMP_0094,freshers,0,Frontend Developer,80.8,80.4,74.0,78.4,6.4,7.3,Gurgaon,Enterprise,3,3.1,71.5,6.9,4,PhD,75,IoT,5.9,9.1,5.0,7.5,7.3,2.1,0,True,24,119,True,0,15.0,2025-01-11T14:58:35.789540Z
EMP_0355,junior,1,Mobile Developer,94.7,93.2,99.3,95.7,8.4,10.1,Hyderabad,Mid-size,4,4.8,96.4,7.4,0,PhD,74,E-commerce,6.5,8.4,5.0,8.8,6.9,1.0,20.8,False,21,182,False,1,20.0,2025-03-18T14:58:35.793040Z
EMP_0472,junior,1,Mobile Developer,90.9,100,91.2,94.0,10.3,12.4,Gurgaon,Enterprise,4,5.0,99.8,9.0,1,Master,87,IoT,8.4,9.7,6.5,7.7,7.5,1.0,6.4,True,24,200,True,1,20.0,2024-12-30T14:58:35.794965Z
EMP_0474,junior,1,Mobile Developer,78.4,80.5,71.0,76.6,10.7,12.8,Chennai,Startup,2,3.4,76.4,9.3,7,Master,85,Cloud Infrastructure,5.9,8.5,5.6,9.7,8.6,1.3,19.2,False,24,213,True,1,20.0,2025-02-11T14:58:35.794965Z
EMP_0013,freshers,0,Data Scientist,83.2,87.1,80.8,83.7,8.4,9.7,Delhi,Startup,2,4.2,88.1,6.2,7,PhD,61,IoT,6.4,8.4,5.0,7.6,8.9,1.0,0,False,25,122,True,0,15.0,2024-09-24T14:58:35.788042Z
EMP_0429,junior,1,UI/UX Designer,82.6,78.9,85.5,82.4,10.9,13.1,Delhi,Enterprise,2,4.5,92.8,5.5,5,Bachelor,78,IoT,9.4,7.8,5.1,6.5,9.2,1.0,27.6,True,18,169,True,0,20.0,2025-02-28T14:58:35.794043Z
EMP_0086,freshers,0,Mobile Developer,76.7,74.6,79.0,76.8,7.1,8.2,Hyderabad,Enterprise,3,3.5,77.4,6.1,3,Bachelor,95,HealthTech,5.9,6.8,5.7,8.5,7.2,2.0,0,True,27,83,True,0,15.0,2024-12-31T14:58:35.789540Z
EMP_0596,mid_level,3,Data Scientist,74.5,74.5,71.8,73.6,12.9,16.1,Bangalore,Startup,4,3.4,75.4,5.9,4,Bachelor,80,E-commerce,5.3,6.5,6.9,7.6,6.7,1.7,18.1,True,17,366,False,3,25.0,2024-12-14T14:58:35.796442Z
EMP_0712,mid_level,4,Backend Developer,78.1,68.8,62.6,69.8,14.3,17.9,Gurgaon,Startup,7,3.3,74.3,8.4,8,Bachelor,82,IoT,5.1,9.9,7.7,9.7,7.6,1.8,12.8,True,9,436,False,1,25.0,2025-01-22T14:58:35.798286Z
EMP_0782,mid_level,3,Data Scientist,85.5,80.6,77.6,81.2,18.0,22.5,Noida,Mid-size,6,4.0,85.7,9.2,1,Bachelor,67,FinTech,5.8,8.4,7.2,9.5,6.9,1.0,7.6,True,13,329,True,0,25.0,2024-09-22T14:58:35.799289Z
EMP_0811,mid_level,4,UI/UX Designer,70.5,74.3,76.3,73.7,11.6,14.5,Noida,Startup,5,3.2,73.1,6.5,2,Master,79,FinTech,5.8,8.7,7.3,8.0,8.1,1.3,26.8,False,9,458,True,0,25.0,2025-03-16T14:58:35.799786Z
EMP_0856,mid_level,3,Product Manager,92.2,89.5,89.7,90.5,11.6,14.5,Chennai,Enterprise,6,4.4,91.2,7.1,0,PhD,71,EdTech,8.0,9.4,7.6,8.8,8.7,1.0,10.6,False,16,292,True,2,25.0,2025-04-18T14:58:35.800550Z
EMP_0550,junior,1,Backend Developer,80.0,81.5,87.3,82.9,8.6,10.3,Chennai,Mid-size,2,4.0,84.9,7.8,1,Bachelor,73,IoT,9.3,7.7,6.6,6.0,8.0,1.0,22.0,True,22,160,True,0,20.0,2025-06-08T14:58:35.795933Z
EMP_0597,mid_level,3,Full-stack Developer,72.7,68.8,64.0,68.5,14.2,17.8,Bangalore,Mid-size,4,3.0,70.6,8.4,7,Master,84,Social Media,8.5,7.2,7.3,9.2,9.2,2.0,18.4,True,14,383,False,3,25.0,2024-12-11T14:58:35.796442Z
EMP_0994,senior,9,DevOps Engineer,91.5,87.4,95.6,91.5,26.2,34.0,Bangalore,Enterprise,8,4.8,96.6,7.8,8,Master,89,EdTech,5.0,7.0,10.0,9.1,9.0,1.0,14.6,True,6,826,False,1,30.0,2025-07-12T14:58:35.802566Z
EMP_0696,mid_level,4,Mobile Developer,85.8,87.2,78.9,83.9,12.5,15.6,Hyderabad,Mid-size,5,4.2,88.3,8.9,8,PhD,93,AI/ML,9.4,8.0,8.9,8.4,9.3,1.0,28.1,False,14,375,False,1,25.0,2025-08-25T14:58:35.798286Z
EMP_0340,junior,1,UI/UX Designer,86.2,89.4,87.2,87.6,9.4,11.3,Gurgaon,Mid-size,4,4.4,91.0,6.5,0,PhD,91,Social Media,9.3,7.1,5.3,9.0,8.9,1.0,19.1,True,18,228,True,0,20.0,2025-06-19T14:58:35.793040Z
EMP_0736,mid_level,3,Tech Lead,90.4,89.7,100,93.3,13.0,16.2,Hyderabad,Enterprise,5,4.6,93.4,5.9,8,PhD,68,AI/ML,5.4,9.9,7.9,7.1,9.3,1.0,24.4,True,17,342,False,3,25.0,2025-01-09T14:58:35.798784Z
EMP_0462,junior,1,QA Engineer,73.5,76.0,67.2,72.2,11.7,14.0,Gurgaon,Enterprise,2,3.7,80.6,9.1,4,Bachelor,62,IoT,9.8,8.1,5.3,8.6,7.4,1.7,11.5,False,21,186,True,0,20.0,2025-05-25T14:58:35.794965Z
EMP_0690,mid_level,2,Full-stack Developer,83.9,80.0,83.3,82.4,16.9,21.1,Pune,Mid-size,3,4.3,89.1,8.9,4,Master,68,Cloud Infrastructure,5.2,7.6,6.1,10.0,7.9,1.0,19.4,True,17,234,True,0,25.0,2025-08-31T14:58:35.798286Z
EMP_0030,freshers,0,UI/UX Designer,73.4,70.2,67.2,70.3,7.5,8.7,Noida,Mid-size,2,3.4,76.0,7.1,7,Bachelor,81,Gaming,9.4,7.4,5.7,7.5,7.7,1.1,0,True,26,91,False,0,15.0,2025-01-06T14:58:35.788540Z
EMP_0454,junior,1,Backend Developer,79.9,85.1,83.5,82.8,11.5,13.8,Chennai,Enterprise,2,4.2,88.2,9.3,5,Master,86,IoT,6.5,7.2,6.0,6.1,9.9,1.0,23.3,False,24,136,False,1,20.0,2025-05-27T14:58:35.794043Z
EMP_0906,senior,11,Frontend Developer,78.6,72.0,77.6,76.1,20.5,26.7,Delhi,Mid-size,8,3.8,82.2,8.6,1,PhD,75,E-commerce,6.2,8.4,10.0,8.9,7.9,1.0,11.3,False,6,988,False,11,30.0,2024-10-26T14:58:35.801055Z
EMP_0853,mid_level,3,Tech Lead,89.4,90.0,91.8,90.4,16.2,20.2,Delhi,Startup,4,4.6,94.1,6.8,0,Bachelor,69,FinTech,5.1,7.3,6.8,8.6,6.7,1.0,14.6,True,13,301,True,3,25.0,2024-09-17T14:58:35.800550Z
EMP_0170,freshers,0,Mobile Developer,90.6,91.0,99.6,93.7,8.6,9.8,Noida,Enterprise,2,4.6,93.4,8.7,1,Master,85,IoT,6.2,9.1,5.3,7.1,6.5,1.0,0,False,21,97,True,0,15.0,2025-08-07T14:58:35.790540Z
EMP_0890,mid_level,4,UI/UX Designer,85.2,80.3,91.7,85.8,14.6,18.3,Delhi,Startup,6,4.2,88.5,7.2,6,Master,63,IoT,9.1,7.1,8.4,6.8,8.7,1.0,9.2,False,14,465,False,2,25.0,2025-01-30T14:58:35.801055Z
EMP_0683,mid_level,2,Product Manager,65.0,71.9,76.4,71.1,15.0,18.7,Noida,Startup,4,3.2,72.9,5.0,3,Master,74,AI/ML,7.3,8.0,7.3,7.5,8.3,1.9,16.5,False,21,285,False,2,25.0,2025-02-20T14:58:35.797780Z
EMP_0145,freshers,0,DevOps Engineer,95.8,87.3,88.8,90.6,7.0,8.0,Bangalore,Mid-size,2,4.8,97.1,8.7,5,Bachelor,68,HealthTech,9.9,7.4,5.0,7.2,9.7,1.0,0,True,23,124,False,0,15.0,2025-05-13T14:58:35.790540Z
EMP_0945,senior,7,Product Manager,80.0,72.6,68.3,73.6,19.1,24.8,Hyderabad,Mid-size,8,3.2,73.6,7.2,3,Master,87,Cloud Infrastructure,7.8,9.1,10.0,9.7,7.2,2.0,23.0,True,6,615,False,7,30.0,2024-09-08T14:58:35.801560Z
EMP_0579,mid_level,3,Data Scientist,86.2,73.4,68.6,76.1,18.3,22.9,Hyderabad,Mid-size,4,3.9,83.7,6.6,4,Master,95,FinTech,8.7,6.4,7.0,8.2,9.1,1.0,6.8,False,17,327,False,0,25.0,2024-12-02T14:58:35.796442Z
EMP_0480,junior,1,Tech Lead,87.2,89.2,97.4,91.3,9.5,11.4,Chennai,Enterprise,2,4.8,96.5,6.4,7,PhD,77,E-commerce,6.2,8.6,6.5,8.7,7.7,1.0,26.0,True,21,191,True,1,20.0,2025-07-04T14:58:35.794965Z
EMP_0441,junior,1,Full-stack Developer,73.0,76.0,95.8,81.6,10.6,12.8,Delhi,Enterprise,2,3.8,81.8,9.8,1,Bachelor,90,IoT,6.0,6.2,5.0,6.8,9.9,1.2,7.2,False,20,182,True,0,20.0,2025-03-22T14:58:35.794043Z
EMP_0384,junior,1,Full-stack Developer,69.1,70.8,61.0,67.0,10.4,12.5,Mumbai,Startup,3,3.2,73.0,7.6,8,Bachelor,88,HealthTech,9.2,9.0,5.1,6.9,9.6,2.0,15.3,True,21,172,False,0,20.0,2025-05-25T14:58:35.793540Z
EMP_0847,mid_level,4,Product Manager,81.0,86.2,83.4,83.5,16.7,20.9,Pune,Mid-size,5,4.0,85.6,8.9,5,PhD,73,E-commerce,7.2,6.2,8.3,7.8,6.8,1.4,9.6,False,10,437,False,2,25.0,2025-02-28T14:58:35.800550Z
EMP_0776,mid_level,4,Product Manager,95.5,89.1,92.3,92.3,20.7,25.9,Pune,Startup,7,4.5,92.4,5.2,1,Master,73,HealthTech,6.0,8.5,7.9,8.3,7.2,1.0,20.8,False,15,424,False,4,25.0,2025-07-20T14:58:35.799289Z
EMP_0603,mid_level,4,Tech Lead,90.7,89.6,91.8,90.7,20.5,25.6,Bangalore,Enterprise,7,4.8,97.7,6.2,5,PhD,75,Social Media,6.4,9.0,7.7,7.7,8.1,1.0,7.0,False,15,382,False,4,25.0,2024-11-18T14:58:35.796442Z
EMP_0125,freshers,0,UI/UX Designer,95.3,89.8,95.0,93.4,8.3,9.5,Noida,Mid-size,2,4.6,94.1,8.2,6,Bachelor,68,FinTech,6.2,7.7,5.1,6.7,6.6,1.0,0,False,21,113,False,0,15.0,2025-01-04T14:58:35.790040Z
EMP_0599,mid_level,3,Tech Lead,70.5,65.5,68.8,68.3,15.1,18.9,Delhi,Mid-size,6,3.0,70.7,7.1,1,PhD,83,AI/ML,8.8,7.1,6.7,6.0,6.9,2.1,24.6,True,17,377,True,1,25.0,2025-05-03T14:58:35.796442Z
EMP_0369,junior,1,Product Manager,82.6,80.6,82.2,81.8,9.8,11.8,Mumbai,Mid-size,4,3.5,78.2,7.6,5,Bachelor,88,HealthTech,9.2,6.6,6.3,6.3,9.0,1.0,25.5,False,19,172,True,1,20.0,2025-07-22T14:58:35.793540Z
EMP_0177,freshers,0,UI/UX Designer,84.3,87.7,79.1,83.7,6.2,7.2,Noida,Enterprise,2,4.0,84.7,7.8,3,PhD,79,FinTech,5.5,6.4,5.0,7.6,9.1,1.0,0,True,27,67,False,0,15.0,2025-01-28T14:58:35.790540Z
EMP_0531,junior,1,Mobile Developer,82.9,78.6,77.6,79.7,9.8,11.8,Chennai,Mid-size,3,3.3,74.1,5.4,3,Master,71,AI/ML,6.5,9.8,6.2,7.7,9.5,1.8,25.3,False,18,189,True,0,20.0,2025-08-28T14:58:35.795933Z
EMP_0939,senior,12,QA Engineer,82.0,81.8,80.5,81.4,19.0,24.7,Bangalore,Mid-size,8,3.9,83.1,5.2,6,Bachelor,79,Gaming,5.7,8.2,10.0,9.8,7.5,1.0,20.4,False,6,1078,False,8,30.0,2024-10-08T14:58:35.801560Z
EMP_0752,mid_level,4,Product Manager,99.3,88.5,90.2,92.7,13.4,16.8,Bangalore,Mid-size,7,4.3,89.1,7.9,8,Bachelor,81,Cloud Infrastructure,7.9,9.7,8.8,8.4,8.4,1.0,6.7,False,14,446,True,1,25.0,2025-04-22T14:58:35.798784Z
